created_at,text
Sat Aug 15 00:34:44 +0000 2020,@FirePuff12 @SFAT They aren't ENOUGH. Not progressive enough yet. But the actual reality going forward that a Biden administration will be much less harmful to real American lives. We will actually have a Congress already passing some decent bills that don't get instantly blocked
Sat Aug 15 00:34:44 +0000 2020,"Ask workers who is pushing post office privatization https://t.co/pGHOUVXuHb

BCG, Accenture and McKinsey &amp; Company https://t.co/V32SgHJFPg

In 2017, McKinsey &amp; Company began working with Joe Biden on his nonprofit organization: the Biden Cancer Initiative https://t.co/ASSU6mcsaJ https://t.co/KpHJrRcD6u"
Sat Aug 15 00:34:44 +0000 2020,"@reesetheone1 Happy hour might be speaking on my behalf. They went birther on her on day 2, so they're doin' what they gonna do. But Biden is disciplined, the economy sucks, the pandemic is a train wreck and Trump is running out of time. As long as Biden/Harris stay focused, they'll win."
Sat Aug 15 00:34:43 +0000 2020,Trump Slams Biden Over His Bizzare Diversity Remarks https://t.co/xlBK0aAHua via @United Patriot News
Sat Aug 15 00:34:43 +0000 2020,It’s is amazing how the left are happy to pile on over a cartoon highlighting racism but won’t call our Biden for his comments. Madness 😳 https://t.co/gSNmWcPRMY
Sat Aug 15 00:34:42 +0000 2020,"#BidenHarrisDestroyAmerica #CORRUPTION but we sweep that under the rug. Anyway, #Biden probably doesn’t even remember saying it. https://t.co/MzHfv4FBzf"
Sat Aug 15 00:34:41 +0000 2020,"@tribelaw Romney for Secretary of State or AG. If Biden wins, he should bring him on in some capacity if he'll accept. Would help unify the country and show appreciation for the large amount of former Republicans and Never Trump Republicans who vote for him."
Sat Aug 15 00:34:41 +0000 2020,"Biden voter's 

https://t.co/pogmGQTrEC"
Sat Aug 15 00:34:41 +0000 2020,@ambryn_d Biden had 1000 video streams and Trump had 4 million. I don't get it.
Sat Aug 15 00:34:40 +0000 2020,"@DonaldJTrumpJr @GmailDianne @NBCNews reports Biden's big announcement. Nobody shows up for the announcement..  except the guy behind the reporter! 🤣😅
https://t.co/dQi77BPHLX"
Sat Aug 15 00:34:39 +0000 2020,@NZdrama_llama Thank you. Biden will win.
Sat Aug 15 00:34:37 +0000 2020,"@PetiteNicoco She’ll say whatever she has to, she has her eyes on the prize...if Biden is elected we are a heart attack away from her..."
Sat Aug 15 00:34:36 +0000 2020,@TheYoungTurks freaked out over tucker carlson mispronouncing kamala harris name. Then next day carlson (after being scolded left and right) showed joe biden doing the same THAT DAY!. I've not seen a follow up from TYT after calling him.a bigot over it
Sat Aug 15 00:34:36 +0000 2020,I heard Biden didn't pick Whitmer because he was afraid she would put him in a nursing home
Sat Aug 15 00:34:36 +0000 2020,"who else is actually running for president 😭 like Americans really have the choice of Trump, Biden &amp; Kamala or Kanye 💀 big yikes I wouldn’t even vote  at this point"
Sat Aug 15 00:34:35 +0000 2020,"1. Durham and Barr Make a Move, Clinesmith to Plead Guilty to Falsifying Information. 
2. Trump helps negotiate peace in the Middle East. 
3. Biden makes racist remarks.... again. 

Three stories you want see on @newscomauHQ or by @SamClench"
Sat Aug 15 00:34:35 +0000 2020,Outraged left turns on the Biden-Harris ticket https://t.co/9nXkvmtzeg via @MailOnline
Sat Aug 15 00:34:34 +0000 2020,"@KavalonThatsMe She would be better candidate than Biden, Harris,  but sabotaged her to make sure she wouldn't get nomination."
Sat Aug 15 00:34:34 +0000 2020,"""I don't see it necessarily helping Trump. I think it gave him a good distraction for the day at Palestinians' expense,"" @ArielElyseGold says

https://t.co/53TriwiJZY"
Sat Aug 15 00:34:34 +0000 2020,@irkenz @KingRezizt @fake_biden @doxie53 @M0rningL0ri @Idliva @TCRG2012 @rjor1121 @CoachCaseAZ @Eight_Four_Six @BogdanoffElaine @Wikweko @ConfedofLunches @MDomino07 @iDGRic @ReesusP @katibug817 @BombshellDAILY @Sonya_TN @garym27 @Endgame2021 @Texy_Liz @Kelleyrose20 @jacketrose86 @Jet1Jack @TemeculaRises @1strongrobin @cris_n3wy @TerryHa88364561 @phinandme @72Ozone @ElektraResists Thank you wonderful Zim❤️appreciate all the time you put in to unite us all.
Sat Aug 15 00:34:34 +0000 2020,Tensions linger between Biden and Obama camps throughout 2020 primary campaign: report https://t.co/87WkXTQ3W9 #FoxNews
Sat Aug 15 00:34:33 +0000 2020,Biden Demands National Outdoor Mask Mandate For Everyone https://t.co/XjOK8Crssz
Sat Aug 15 00:34:33 +0000 2020,"@TexHellCat Congress needs bigger teeth and claws... in the coming Biden admin and D control over both houses, we need to make this happen. The pandemic and Trump abysmal fail mandate these repairs to our system and impeachment processes."
Sat Aug 15 00:34:33 +0000 2020,@UROCKlive1 @pbump That’s what Biden does avoids questions.
Sat Aug 15 00:34:33 +0000 2020,@KamalaHarris The nightmare would be if you and Biden Are elective. We would be the communist country of the United States.
Sat Aug 15 00:34:33 +0000 2020,"@StephenKing Biden is “The Evil of Two Lessers,” actually. JF"
Sat Aug 15 00:34:32 +0000 2020,@kylegriffin1 manchin? the friend of the kkk guy like biden? yeah who cares
Sat Aug 15 00:34:32 +0000 2020,@newlew197440 @phuture101 @MatthewJshow @realDonaldTrump @FoxNews Dr Ronny Jackson Who served as White House physician for both Obama and Trump had this to say about Biden’s cognitive health! https://t.co/6pyxzXD8KA
Sat Aug 15 00:34:32 +0000 2020,@realDonaldTrump I heard Vice President Joe Biden was involved with allowing credit card companies to charge interest rates to more than 30% interest when people got in over there heads.
Sat Aug 15 00:34:31 +0000 2020,You will be riding bicycles when Biden is elected right AOC? https://t.co/8H2aC6HBLw https://t.co/qN9vTLPx02
Sat Aug 15 00:34:31 +0000 2020,Delusional Trump Says He Will Beat Joe Biden In New York - https://t.co/uzLmprEumn
Sat Aug 15 00:34:31 +0000 2020,"Watch: Reporters AGAIN Herded Away From Biden as Questions Are Asked, Even Kamala Appears Tense https://t.co/48ZcNtkPwR"
Sat Aug 15 00:34:30 +0000 2020,"@hjbartling @thomaskaine5 @KamalaHarris The question was whether having Harris, a woman, on the ticket will get MORE women to vote Dem.

We saw in 2016 that 44% of American women weren't moved to vote for the female candidate.

Hopefully, more people will vote Biden/Harris because Kamala Harris is a great PERSON."
Sat Aug 15 00:34:30 +0000 2020,@GazeWithin What if you hate her for being radically left but are still voting for Biden anyway
Sat Aug 15 00:34:29 +0000 2020,"In response to ppl calling 94 crime bill weak.

Biden: We do everything but hang ppl for Jay Walking.. https://t.co/55odnAZsp6"
Sat Aug 15 00:34:29 +0000 2020,"@realDonaldTrump @NatlParkService Biden Harris 2020 😘 what you call the hard left, we call it humanity 🇬🇧"
Sat Aug 15 00:34:29 +0000 2020,"Biden Explains Why He Picked Kamala Harris As VP! https://t.co/OtQCf6ppuT via @YouTube 
    All Seriousness Aside...   Check this out!"
Sat Aug 15 00:34:28 +0000 2020,"@JoeBiden 😂😂😂 just sign your name after the tweet, we all know Biden didn’t write this crap"
Sat Aug 15 00:34:28 +0000 2020,"@ElaineT06427044 @CREWcrew @AndreaR9Md I smart enough to realize no matter what President Trump does our Democratic Party hammers him for it. You want massive country failure, vote in Biden. See what happens to our country then."
Sat Aug 15 00:34:28 +0000 2020,"@CashMon55832121 I think they’re going to sacrifice Joe Biden on Halloween. Desperate times call for desperate measures. 
We are at war. Optics are everything in this war.
They’re all going to jail Cash, and we’re taking their gold and their stuff."
Sat Aug 15 00:34:28 +0000 2020,@hughriminton @australian Well if you can explain why it’s racist when Biden used these words? Facts don’t care about people’s feelings. https://t.co/TWW8BjRiSM
Sat Aug 15 00:34:28 +0000 2020,@freejerbear @washingtonpost Trump is farther from your goal than Biden. But anyway....
Sat Aug 15 00:34:28 +0000 2020,"@Seansmi46527868 @germanvives @benshapiro Of course you want to forget about Bush. We all can't wait to forget about Trump. How many times does the GOP have to destroy the economy and the Dems have to fix it?
Nixon/Ford - Carter
Bush, Sr      - Clinton
Bush, Jr      - Obama
Trump         - Biden"
Sat Aug 15 00:34:27 +0000 2020,@Dan_Petersen5 @Bencjacobs He already said he is doing this to hurt Biden and ultimately re-elect Trump
Sat Aug 15 00:34:27 +0000 2020,@michaelmalice Almost equally negative for Biden's chances. Herris probably has better backing.
Sat Aug 15 00:34:26 +0000 2020,"@UnitedAsOne2020 @maurice_chakour @PpollingNumbers @DataProgress Biden's website states that his healthcare plan will not be universal, and will only cover 97% of Americans, leaving 10 million people uninsured.

You on the other hand are claiming that his plan is universal, so please explain how you know more about Biden's plan than he does. https://t.co/mFnCrLw9x3"
Sat Aug 15 00:34:26 +0000 2020,The ‘Tough on Crime’ Ticket https://t.co/iFioqluubI via @intelligencer
Sat Aug 15 00:34:25 +0000 2020,@SpeakerPelosi Why didn’t Biden &amp; Harris condemn the liberal protesters that attached a Ronald MacDonald House that had children in it? Because they lack the courage to do what is right and protect Children.  You can’t count on the democrats to do what is right.
Sat Aug 15 00:34:24 +0000 2020,"#Biden I want my country back, tired of worrying everyday about every aspect of life,husband high risk and is now retiring..mmm will he die having fought cancer, will trump/ gop cut our Soc- Sec/ Medicare..= Growth ?trump tax cut1% tripled deficit ,365 billion in tariffs=taxes https://t.co/3BUZfngeQT"
Sat Aug 15 00:34:24 +0000 2020,Nunes: Obama and Biden Knew About Spying on the Trump Campaign https://t.co/O3MhKJFDFw
Sat Aug 15 00:34:24 +0000 2020,Surely that will be the final nail in Biden’s campaign coffin. https://t.co/7JVYgKdvDy
Sat Aug 15 00:34:23 +0000 2020,Biden and Harris should earn votes by their own Merits not by our Silence!  I want Trump gone but not at the cost my VOICE!
Sat Aug 15 00:34:23 +0000 2020,"If Joe Biden promises to ban enneagrams &amp; horoscopes, I’ll strongly voting for him. https://t.co/IeAzLVVwhR"
Sat Aug 15 00:34:23 +0000 2020,"@CmavourneenB @realDonaldTrump Listen to the cdc guidelines trust Fauci be stringent in your choices, socially distance wear a mask be alert avoid large gatherings avoid bars and if we all do that we can start to defeat the spread of this virus vote for change vote Biden"
Sat Aug 15 00:34:22 +0000 2020,I sure damn hope this pans out to something. Trump is stealing and cheating this election. Classic dictator move. He knows #Biden and #Harris will win in a fair election. https://t.co/rmirnUbgiT
Sat Aug 15 00:34:22 +0000 2020,"@NathanWVR It's a brilliant ad and very true. Biden is desperate to be elected. My choosing a woman and one of Indian heritage, he's killed two birds with one stone to get votes.
Since when does truth hurt?"
Sat Aug 15 00:34:22 +0000 2020,@tedlieu @abzgla @ACTBrigitte Nothing is free santa is dead!! Capitalism is what makes this work. The markets is what makes this work small buisness is what makes this work free market will kill this country Biden will kill you the middle class  Read his plan.
Sat Aug 15 00:34:21 +0000 2020,"Realize this: Clinton lost Florida by only 113,000 votes. Stein got 64,000 and Johnson got 207,000.  

It is doubtful 3rd party candidates get many votes this time. And consider more people are likely to vote Biden and trump has lost some supporters; then Florida could turn blue."
Sat Aug 15 00:34:21 +0000 2020,@Halalcoholism Not exactly. It's meant to make Biden's campaign look like a front for actual communism though.
Sat Aug 15 00:34:20 +0000 2020,@fras99 Vote for Biden! A no vote is a vote for Trump. Vote like your life depends on it because it does! Thanks for hearing me out.
Sat Aug 15 00:34:19 +0000 2020,"@3YearLetterman @AOC Yeah.... Given the fact that (a) it's JOE Biden, and (b) FDR and Teddy were 5th COUSINS.... Your ""educated"" opinion on whether it's good or bad news for anyone seems irrelevant at best."
Sat Aug 15 00:34:18 +0000 2020,"@mugrimm @reset_by_peer All I mean is that the difference between Sam and him is pretty marginal--not to mention that ""Blue No Matter Who"" is incoherent now that there's only Biden or what? Kanye?"
Sat Aug 15 00:34:18 +0000 2020,@AOC Yeah. It’s also why I am not a fan of Biden’s choice of VP
Sat Aug 15 00:34:18 +0000 2020,HUGE: One-Third of Black Voters Say Biden's VP Announcement Makes Them Less Likely to Vote Democrat https://t.co/057ZLISWYh
Sat Aug 15 00:34:17 +0000 2020,"While Biden And Harris Tackle The Pandemic, The Trump Campaign Is Focused On Protecting Burgers - https://t.co/8YKjZA12T2"
Sat Aug 15 00:34:17 +0000 2020,"@AbeGoldfarb ...you’re poking this argument into the general election season to land some kind of stinging hit on Biden and Harris, right when we need them at peak strength.  Not a good way to gather support for your purpose or your candidates.  It’s not about winning a debate, it’s about..."
Sat Aug 15 00:34:17 +0000 2020,@KamalaHarris 81 days until we send Biden back to the basement and you back to the senate.
Sat Aug 15 00:34:17 +0000 2020,@fras99 Freeking vote for Biden-Harris and sort out the rest when we have an administration that’s working for The People
Sat Aug 15 00:34:16 +0000 2020,"Loyal listener many years, no more. Fox News moved to the dockside.

First debate, Biden finished/gone. VP pick, Kamala becomes presumptive president elect or broker convention. https://t.co/Q3W8Ck1rGF"
Sat Aug 15 00:34:16 +0000 2020,@realDonaldTrump @FoxNews Democrats are so corrupt that they don’t know they are even doing it.  Nevermind they are so bad that not even there mother is off limits.  CORRUPT. DEMOCRATS.  CREEPY BIDEN.  LOOSERS.
Sat Aug 15 00:34:16 +0000 2020,@RoboVonCosmos @rfl_kt @JoshuaBailey184 @LatinoRifleOrg Get rid of that rose and go vote for Biden and Harris
Sat Aug 15 00:34:15 +0000 2020,"@MeghanMcCain Then please vote for Biden. If trump wins, he'll spend his entire 2nd term getting revenge on anyone who doesn't kiss his ass. To boost his ego, he'll tell even more outrageous lies; he won't have anything to lose. It's not hard to see, he's a bad guy. Your dad would be proud."
Sat Aug 15 00:34:15 +0000 2020,@pablopickasso I will LITERALLY vote for Biden
Sat Aug 15 00:34:12 +0000 2020,@AOC The postal union just endorsed Biden so for consistency sake you need to call them out too.
Sat Aug 15 00:34:11 +0000 2020,"@effingrandy1 @lt4agreements @SalamD10 @SpeakUpNoworNev @gaiasjourney @BeWiseFriends @CruzRc88 @maryellen622 @katibug817 @rjor1121 @Arc02Noahs @RusPugs @Earth_Visitor01 @DoingJack @JamiJm @ConfedofLunches @steelerschic_85 @equality0114 @lmakowski3 @LeonaLioness6 @ReportsDaNews @jacketrose86 @HammertimeAgain @lizlibra1009 @MDomino07 @LindasTweeties @BusyBrain_Very @KellieADennis74 @AnnastasiaM67 @bttrfly_girl @fake_biden @Leahla0429 @mamar9635 @LeePappas4 @Just_ReneaR @captmattj @kevin_jochens @blewis823 @shellytheoracle @TeenClassics @emotionalnews @trytostopJane @luckiiyu7 @mmarinari @onlyonejewelry1 @caligramma @Newyorker2212 @Dior16795345 @TEE1031 @gnomemagic7 Followed you!, Hi from Europe 🖐😃"
Sat Aug 15 00:34:11 +0000 2020,@LeoGreenbergNY Back in the good ole days of political discourse when Vice President Joe Biden told a group of black voters that the Romney/Ryan ticket was gonna “put y’all back in chains.”
Sat Aug 15 00:34:10 +0000 2020,Joe Biden and Kamala Harris have a vision for America...it’s called Socialism: #maga @realDonaldTrump https://t.co/Kq0pUjT3Lk
Sat Aug 15 00:34:10 +0000 2020,"@roderickgraham Its not that uneducated whites are more likely to vote for Trump, its that whites indoctrinated in academe and whose professional fate is tied to liberal politics are more likely to vote for Biden."
Sat Aug 15 00:34:10 +0000 2020,@MenVoters @BrokeRoca @camp_terrence @misshellca @SeanTDel @tomag49 @LisaNicholo @SpaceForceBravo @wagygirl @TonyTatano @ThereseOSulliv2 @Hildolfr3 @shinobi_tony @TrumpSugar @JohnnyNowhere @missjulialee @imvala @SpaceForceMMXIX @akuscg @zaharias19 @akvawe66 @Flattielover @HurrNot @Visitor22 @HouseOfJames2 @Blakdragonheart @calijeff1 @Vs7074 @wjamesawill @124cavscout @sandycedar59 @miss_simone247 @AbidesChrist @fitts_dr @AjaxMull @WakeUpForTruth @Markholiday13 @UsaNunya @Gameon68 @Tigertomjr @QDecoder @NotTheHun1 @RightinCA @Lo_Gannicus @laundry_guy @ParonoidThe @CunningMarshal @SBDSoultrain @cloudzzz757 You’re voting Biden/Harris too? Sweet assist bro. https://t.co/CiDDIS3RVm
Sat Aug 15 00:34:09 +0000 2020,"I think I’m going to keep posting this photograph until Election Day because it’s the best reason I can think of to vote for Joe Biden. 

@JoeBiden @KamalaHarris #VoteForDemocracy #VoteBlue2020 #Biden #BidenHarris2020 https://t.co/aOwACLEjoh"
Sat Aug 15 00:34:07 +0000 2020,"Brooks says what i have been saying all along ""if she can be the person that keeps people in line"", it will help Biden enormously"
Sat Aug 15 00:34:07 +0000 2020,"@opticsneeze @tomselliott @benshapiro Of the thousands of answered question by Trump, you make that single unanswered question by Trump a reason for Biden not to answer any questions by the reporters???🤣🤣🤣"
Sat Aug 15 00:34:07 +0000 2020,"@Budadoptedus @CharlieC1B @BryanWinsAgain It pronounces Com .  Joe Biden cannot even day it correctly and Ticker Carlson got called racist for saying it incorrectly https://t.co/gO7ogofFpQ

#JoeBiden #KamalaHarris #TrumpKillsUSPS"
Sat Aug 15 00:34:06 +0000 2020,"@TradingHughes @IamHuma67575528 @JustBeaTee @realDonaldTrump @FoxNews Everybody is biased. I'm pretty open minded, as long as stuff is based on facts. I'm not an Obama fanboy and Biden is by no means a golden ticket. But just look at the state of the world right now, it's obviously not working."
Sat Aug 15 00:34:06 +0000 2020,@realDonaldTrump @FoxNews The biggest difference is that many people have personally experienced your disastrous Presidency and thankfully woken up. I'm voting for Biden -Harris! #BidenHarrisLandslide2020
Sat Aug 15 00:34:06 +0000 2020,@ConfedofLunches @NancyMo268 @drodvik52 @Peatches66 @BrenSumner @DerekGuberney @Djangomydog @SamONeillSA @sdr_medco @4a_of @SueBran799 @CatherineResist @Kelleyrose20 @r_blom86 @Sillycanuck12 @AuthorSpice @ThatsJaimeLeigh @fake_biden @FaithCampbellJ1 @Endgame2021 @dema614 @SDDNP @TCRG2012 @Claudiababyg @gr8fulchik @Fix8d2020 @Eddiiiiiiie_ @murphydan617 @WhoisStevo @RoseSage6 @glennkirschner2 @crzyfkinworld @KLGLASS2 @RhymesRadical @Kokomothegreat @michelle_spenc @vegix @BrendaBalazs @RENEEWEATHERS2 @EdHull8 @MandyONeillSA1 @LawyerRogelio @draknok666 @Malcolmdonaghy @katibug817 @lmakowski3 @ResisterChic @Martinsuz I’m with you.
Sat Aug 15 00:34:04 +0000 2020,"@JasonMillerinDC @TrumpWarRoom @realDonaldTrump Joe Biden is ""the Nose"" https://t.co/UjL7gWk9i7"
Sat Aug 15 00:34:04 +0000 2020,"Healthcare Industry Launches Ads Against Biden‘s Public Option https://t.co/krTC5IwjJG via @BreitbartNews / They should know what is good or bad, and they don't seem to like Biden's ideas"
Sat Aug 15 00:34:04 +0000 2020,"@Imamofpeace You Sir and Biden in the same sentence,  not even contemplateable  thought. 🤭"
Sat Aug 15 00:34:04 +0000 2020,@Amanst3r But if that happens to biden then it's Russia
Sat Aug 15 00:34:04 +0000 2020,Harris emerging as the right fit for Biden campaign to energize the diverse Democratic voting base https://t.co/SQqnVruNXF
Sat Aug 15 00:34:04 +0000 2020,"@ToomeyWright @timsout It's a brilliant ad and very true. Biden is desperate to be elected. My choosing a woman and one of Indian heritage, he's killed two birds with one stone to get votes.
Since when does truth hurt?"
Sat Aug 15 00:34:04 +0000 2020,@KamalaHarris @JoeBiden Why didn’t Biden &amp; Harris condemn the liberal protesters that attached a Ronald MacDonald House that had children in it? Because they lack the courage to do what is right and protect Children.  You can’t count on the democrats to do what is right.
Sat Aug 15 00:34:03 +0000 2020,@MrHeinz716 I love you so I’m done! Biden Harris 2020 or they’ll have to commit me and I will use all your inheritance ! I can not survive emotional or psychological if they don’t win this election and your girl doesn’t have a ice cubes chance in hell!
Sat Aug 15 00:34:03 +0000 2020,Daring Fireball: On Trump's Admitted Surprise at Biden's Selection of Harris for VP https://t.co/qTP6LYKV3x
Sat Aug 15 00:34:02 +0000 2020,OH NO JOE! Did Biden Just Have a Stroke Mid-Speech? | Sara Gonzales Unfi... https://t.co/lZ3gnGSn5P via @YouTube
Sat Aug 15 00:34:01 +0000 2020,"@realDonaldTrump My dream is to see Joe Biden &amp; Kamala Harris sworn in at noon, 1/20/21.

#byedon2020

#AmericaOrTrump"
Sat Aug 15 00:34:01 +0000 2020,She looks dirty and evil.  People who know her don't like her.  She screwed her way to where she is today.  She probably gave Biden a BJ. https://t.co/MadGf4MJKh
Sat Aug 15 00:34:01 +0000 2020,"@loganleinerr Biden’s vp choice is horrible tho😔 she put 15,000 black men in jail for weed and wouldn’t let a innocent man the right to a dna test until the courts let her so idky she’s even there🤷🏽‍♂️ that’s the main reason I can’t vote for Biden I know people in jail for life for weed#stupidAF"
Sat Aug 15 00:34:00 +0000 2020,@GOPLeader Biden would get impeached if elected wouldn’t he? Just saying
Sat Aug 15 00:33:59 +0000 2020,"Who is afraid of a fair vote?
Who is trying mail in votes?
Who asks to vote without ID?
Democrats

Who requirs a fair vote by voting in person with ID?
Trump

Who steals votes, Biden or Trump?
Biden is so confused! https://t.co/ACXzO3P2fI"
Sat Aug 15 00:33:59 +0000 2020,"@AOC I would imagine you’re just as upset about the postal workers union endorsing Biden, right? Especially when they’re responsible for millions of absentee and mail-in ballots..."
Sat Aug 15 00:33:58 +0000 2020,US 2020: Biden campaign says Trump 'abhorrent' for fuelling Harris conspiracy https://t.co/N9La5MDoWZ
Sat Aug 15 00:33:57 +0000 2020,@SethAbramson Let's hope so. We can't risk Biden.
Sat Aug 15 00:33:57 +0000 2020,"@adamlambert Angry? 🤦🏻‍♀️ She seems passionate and driven but that doesn’t equate anger.  With her prosecutor’s background, she knows how to state her case without getting emotional. When she spoke of Beau Biden she exuded warmth &amp; compassion. Insecure men are threatened by strong women. Period."
Sat Aug 15 00:33:56 +0000 2020,@realDonaldTrump @FoxNews Hilary is 'willing' to serve in a Biden administration😂😂😂😂😂. Vote like the American dream depends upon it!
Sat Aug 15 00:33:56 +0000 2020,"@AOC No, it's just you. Don't seem to have any issues with these endorsing Biden do you?

https://t.co/MTEgIwJMbw"
Sat Aug 15 00:33:55 +0000 2020,"@RoKhanna @BernieSanders You are a dismal failure and I WILL vote against you if I get the chance. Voting for Sanders only supports another 4 years of Trump. Even Bernie says he supports Biden, so are you doing this for him - so he can play both sides?"
Sat Aug 15 00:33:55 +0000 2020,"@RadEmpanada I was going to vote Green, but you've convinced me - I can't let 1000 children die. Vote Biden!"
Sat Aug 15 00:33:55 +0000 2020,Joe Biden Picks His Running Mate! https://t.co/2JVW2ktu6R via @YouTube
Sat Aug 15 00:33:53 +0000 2020,"56% of Joe Biden Voters Are Voting Because 'He Is Not Trump,' New Poll Says https://t.co/WXVv15VoBL AMERICANS ARE GETTING SMARTER EVERY DAY !!!!!!!!!! HAVE I MENTIONED TRUMP IS AN ASSHOLE SUPREME AND THE ANTI CHRIST !!"
Sat Aug 15 00:33:53 +0000 2020,Proof Kamala Harris will support a Gun Confiscation if Biden/Harris win ... https://t.co/OKq846xWsy via @YouTube
Sat Aug 15 00:33:52 +0000 2020,@fras99 This ain't a popularity contest! Vote for Biden #BidenHarris2020
Sat Aug 15 00:33:51 +0000 2020,@I_Am_LisaR @KStovring @JoeBiden @ChrisCoons @DemConvention So put Pete in the speaker line up and please Zuckerberg?  I can’t believe Biden can turn his back on Beto that cheaply.  Not to mention the Texas 38 EV.
Sat Aug 15 00:33:51 +0000 2020,"This isn’t complicated, voting for Biden takes like 20 minutes, contributes to mitigating a significant amount of human suffering, and in no way hinders us from engaging in more meaningful political action. Take the 20 minutes, pull the lever, and then get back to work."
Sat Aug 15 00:33:50 +0000 2020,@CNN @CNNOpinion With Biden and Harris at the helm this country will never be united
Sat Aug 15 00:33:50 +0000 2020,"@JoeBiden I Will Vote Democrat
But Will not Donate until
Biden Harris promise publicly they will PROSECUTE everyone that have broken the law including Treason
We need JUSTICE, they need to be made an example, this cant happen again
45 is leaving behind a HowToGuide to detroy our country"
Sat Aug 15 00:33:50 +0000 2020,"I should clarify that this ""discrimination"" is merely an artifact of the metrics you use, and that I reject the usefulness of Asian Americans as a broad category. While I may not be voting blue, keeping affirmative action alive* will be a very good result of a Biden win"
Sat Aug 15 00:33:50 +0000 2020,Is it just an issue I'm having with my browser or is there no way to actually scroll down on Joe Biden's webpage on desktop? https://t.co/3KsOxMY3kc
Sat Aug 15 00:33:50 +0000 2020,"@TheRealSunTzuQ @PpollingNumbers @DataProgress As I thought, denial and regurgitated propaganda. You clearly have detached from reality if you think Trump has gained any support with Dems. It is even more laughably stupid to suggest that Biden has less support than Hillary."
Sat Aug 15 00:33:49 +0000 2020,"@BChick70 @arlene_eyes @Willie_jackson_ @JoeBiden Why do Drumpf supporters even talk about Biden, when your leader has had 28 women and children accuse him legitimately?"
Sat Aug 15 00:33:49 +0000 2020,"I get it, Rudy. So *Joe Biden* has senility, not the stumbling, barely coherent, illiterate oaf standing behind you? OK. And *Kamala Harris* is a bully, not the thug behind you who uses lawsuits to silence the women he’s assaulted &amp; berates anyone who disagrees with him? Right.🖕 https://t.co/A5Ojot1sMA"
Sat Aug 15 00:33:49 +0000 2020,@GrandmaDFP @DanCrenshawTX And he's still more stable than Biden.
Sat Aug 15 00:33:48 +0000 2020,@Bombshell_Squad Nobody's reaction to a Biden win: https://t.co/1roiby2paX
Sat Aug 15 00:33:48 +0000 2020,@antoniogm A recent poll showed that like 60% of Biden supporters are supporting for him simply because he is not Trump.  That’s a recipe for success.  This is what happens when you have an ignorant electorate
Sat Aug 15 00:33:47 +0000 2020,"@thehill They know a Harris/Biden ticket will lose, so they are back to stupid tricks, that will fail, again...
When the GOP takes back the House, this continued harassment of a duly elected President will stop!"
Sat Aug 15 00:33:47 +0000 2020,Hillary Clinton Would ‘Certainly Consider’ Serving in Joe Biden's Administration https://t.co/Kx0cP6p3zE
Sat Aug 15 00:33:46 +0000 2020,"This is the election to save America as we know it. Many police forces across America will realise this, when they see how Biden and his democrat friends speak about the police https://t.co/o8SKMtrcpX"
Sat Aug 15 00:33:46 +0000 2020,"Episode 74: “Biden Chooses an Historic VP Candidate” is available just in time for your weekend! Download now at Apple Music, Stitcher, Spotify and always at https://t.co/6Dsfvit97w #podcast"
Sat Aug 15 00:33:45 +0000 2020,"@RealKatieFox @TruePatriotUSA I think the Kamala thing is a show, if something happens to Biden, if he were president, she's not leagal to do the president job???"
Sat Aug 15 00:33:44 +0000 2020,".@DrWmLester68 Another House Negro running around here, like Malcolm talked about. Running the bucket of water to Biden for him. https://t.co/bAa3xBKYk1"
Sat Aug 15 00:33:44 +0000 2020,"@thesqueakuel @exiliaex i used to be a buster, the arguements for voting for biden are just superior in the end."
Sat Aug 15 00:33:43 +0000 2020,"Kat is right. Republicans are better politicians. They will stick together to the depths of hell while the Dems can’t even get out of the parlor. “I’ll never vote for HRC”, or Biden, or Bernie. Too liberal, not liberal enough,didn’t include 1 plan I wanted in platform..😫😢😭 https://t.co/0nTaMRRKGn"
Sat Aug 15 00:33:43 +0000 2020,@RealJamesWoods Ughh. Biden took da bait and picked her 🤦🏻‍♀️
Sat Aug 15 00:33:43 +0000 2020,@CorneliusKettle @BrittanyVenti Wym Biden has openly said he wants more police funding for training gtfo
Sat Aug 15 00:33:43 +0000 2020,"@WarringWorlds @WNeedsone @gelles @BTM829 OK    A  direct question,  bottom line, you voting for Biden or tump?"
Sat Aug 15 00:33:43 +0000 2020,@totallyawry @earleyedition @GuardianAus Oh I know what Biden said: he said he only picked her because of her skin colour and genitals because he thinks it will get him more votes
Sat Aug 15 00:33:41 +0000 2020,@RepDebDingell Says women don't think Trump will keep them safe... As Biden wants to bring high crime housing projects to the their neighborhood so they're not even safe to go for a walk or jog.
Sat Aug 15 00:33:40 +0000 2020,@Demagogues_Bane And Biden is the person who's just happy he invited her and that she's getting such a great response
Sat Aug 15 00:33:39 +0000 2020,"@fleming1972 @TwidToo @actualskyler @sulmn @ActressEnzo @KaelinRea @comradebubbly Yeah, in MA the latest Umass poll has Biden at 68% to Trump's 27%, too leaving plenty of daylight for Green votes."
Sat Aug 15 00:33:39 +0000 2020,Joe Biden is never going to be Zcommander and Chief ! Kamila ... she can’t replace him she’s just a distraction.  Democrats get closer to ousting  Biden ! It won’t be flip flop@Kamila!Once we get to sept he will be replaced! https://t.co/6Re7R9YTTJ
